scope,profile,motion,seed,success,minimum_distance_m,oscillatory,maximum_command_reversal_rate_hz,mean_acceleration_jerk_rms_mps3,agent_visible_fraction,all_agents_lost_fraction
multi,legacy,multi_sine,2026281827,0,2.830317343322269,1,1.4130434782608694,14.458868739796324,0.4493464052287582,0.5441176470588235
multi,legacy,multi_sine,2026281828,0,5.691783954369666,1,1.9111111111111112,15.155665337196163,0.5047619047619047,0.4857142857142857
multi,legacy,multi_sine,2026281829,0,5.209979530793843,1,1.3888888888888888,15.341150541708751,0.3897058823529412,0.6029411764705882
multi,legacy,multi_sine,2026281830,0,1.0891176740477608,1,1.8361581920903955,11.73962609679939,0.4696969696969697,0.4625668449197861
multi,legacy,multi_sine,2026281831,0,4.260942191145349,1,1.3257575757575757,15.22942742444098,0.38380281690140844,0.6126760563380281
multi,legacy,multi_sine,2026281832,0,6.742617504292015,1,1.5591397849462365,13.7587485962437,0.38945578231292516,0.6045918367346939
multi,legacy,multi_sine,2026281833,0,7.7439223602002265,1,1.4555256064690025,14.549378524995701,0.32310315430520037,0.6675191815856778
multi,legacy,multi_sine,2026281834,0,2.2718868790537736,1,1.8131868131868132,16.667381945671185,0.4504950495049505,0.5445544554455446
multi,legacy,multi_sine,2026281835,0,1.0453772377575279,1,1.6167664670658684,16.336061982124537,0.46167557932263814,0.5347593582887701
multi,legacy,multi_sine,2026281836,0,1.8802590359743232,1,1.8333333333333333,17.85438025714441,0.45166666666666666,0.545
multi,legacy,multi_sine,2026281837,0,3.123447010290832,1,1.9897959183673468,17.086376206446293,0.44907407407407407,0.5416666666666666
multi,legacy,multi_sine,2026281838,0,5.950787668207661,1,1.80327868852459,16.586458954053914,0.45075757575757575,0.5416666666666666
multi,legacy,multi_sine,2026281839,0,8.196004067866248,1,1.2903225806451613,14.484519172248353,0.37755102040816324,0.6198979591836735
multi,legacy,multi_sine,2026281840,0,2.3147374432985606,1,1.8421052631578947,17.152260599132255,0.43174603174603177,0.5571428571428572
multi,legacy,multi_sine,2026281841,0,3.4572658661497684,1,1.9369369369369367,17.261719716946228,0.45179063360881544,0.5371900826446281
multi,legacy,multi_sine,2026281842,0,6.062923603330004,1,1.3404825737265413,14.326079155987694,0.3435114503816794,0.6513994910941476
multi,legacy,multi_sine,2026281843,0,3.659434364715273,1,1.6842105263157894,15.368199034872575,0.4444444444444444,0.5476190476190477
multi,legacy,multi_sine,2026281844,0,3.636761716196027,1,1.8309859154929577,17.162563536129163,0.4105865522174535,0.5836909871244635
multi,legacy,multi_sine,2026281845,0,9.270343931477848,1,1.4516129032258063,15.350513036927074,0.35459183673469385,0.6403061224489796
multi,legacy,multi_sine,2026281846,0,2.590155991909471,1,2.0555555555555554,16.203675425709587,0.5,0.485
multi,legacy,multi_sine,2026281847,0,4.208979757754923,1,1.5425531914893615,16.31008431852811,0.3602693602693603,0.6111111111111112
multi,legacy,multi_sine,2026281848,0,1.6461049860851031,1,1.261682242990654,14.454910697491846,0.31026785714285715,0.6785714285714286
multi,legacy,multi_sine,2026281849,0,6.5484503428156495,1,1.7534246575342465,13.001596200807207,0.39826839826839827,0.5818181818181818
multi,legacy,multi_sine,2026281850,0,3.8752345577855674,1,1.5537848605577689,15.936230499361466,0.4194341943419434,0.5756457564575646
multi,legacy,jink,2026381801,0,1.383250513744157,1,0.8070175438596491,11.26306774755158,0.196045197740113,0.7966101694915254
multi,legacy,jink,2026381802,0,0.7992339582142286,1,1.6517857142857142,16.316225967983083,0.3975409836065574,0.5983606557377049
multi,legacy,jink,2026381803,0,2.050040198223608,1,0.9364548494983277,12.73556457902981,0.23462783171521034,0.7588996763754046
multi,legacy,jink,2026381804,1,0.21829343280456223,1,3.96039603960396,23.205393835210725,0.9338842975206612,0.04132231404958678
multi,legacy,jink,2026381805,0,1.2164181982328344,1,0.7586206896551724,11.107628536032289,0.20277777777777778,0.7883333333333333
multi,legacy,jink,2026381806,0,0.885930924354683,1,1.7786561264822134,16.693740452567283,0.40415140415140416,0.5897435897435898
multi,legacy,jink,2026381807,0,0.6394151932055413,1,0.8061420345489443,11.47047202127151,0.1860751694393099,0.8096118299445472
multi,legacy,jink,2026381808,0,1.147899866809764,1,2.2344322344322345,15.68709001207791,0.49715585893060293,0.49829351535836175
multi,legacy,jink,2026381809,1,0.15389993173319877,1,5.238095238095238,26.877448957049825,0.9386666666666666,0.0
multi,legacy,jink,2026381810,0,3.702813536171498,1,0.9263157894736842,11.102130996878216,0.2430976430976431,0.7454545454545455
multi,legacy,jink,2026381811,0,1.0017602611385472,1,0.8808290155440414,11.643012039613827,0.20534223706176963,0.7846410684474123
multi,legacy,jink,2026381812,0,0.7992390966547605,1,1.7435897435897436,16.91381928142854,0.4542635658914729,0.5348837209302325
multi,legacy,jink,2026381813,0,1.4136124702717539,1,1.2935323383084576,12.278819139404236,0.30173775671406006,0.6966824644549763
multi,legacy,jink,2026381814,0,0.8931332575983575,1,1.0931174089068825,13.295060600548354,0.248378728923476,0.7412451361867705
multi,legacy,jink,2026381815,1,0.4658555261258027,1,4.7,27.494506855910075,0.9611111111111111,0.008333333333333333
